country,province_state,date,confirmed_day
Togo,,2020-02-23,0
"Trinidad and Tobago",,2020-02-23,0
Tunisia,,2020-02-23,0
Turkey,,2020-02-23,0
Uganda,,2020-02-23,0
Ukraine,,2020-02-23,0
"United Arab Emirates",,2020-02-23,0
"United Kingdom",Bermuda,2020-02-23,0
"United Kingdom","Cayman Islands",2020-02-23,0
"United Kingdom","Channel Islands",2020-02-23,0
"United Kingdom",Gibraltar,2020-02-23,0
"United Kingdom","Isle of Man",2020-02-23,0
"United Kingdom",Montserrat,2020-02-23,0
"United Kingdom",,2020-02-23,0
Uruguay,,2020-02-23,0
US,,2020-02-23,0
Uzbekistan,,2020-02-23,0
Venezuela,,2020-02-23,0
Vietnam,,2020-02-23,0
Zambia,,2020-02-23,0
Zimbabwe,,2020-02-23,0
Canada,"Diamond Princess",2020-02-23,0
Dominica,,2020-02-23,0
Grenada,,2020-02-23,0
Mozambique,,2020-02-23,0
Syria,,2020-02-23,0
Timor-Leste,,2020-02-23,0
Belize,,2020-02-23,0
Canada,Recovered,2020-02-23,0
Laos,,2020-02-23,0
Libya,,2020-02-23,0
"West Bank and Gaza",,2020-02-23,0
Guinea-Bissau,,2020-02-23,0
Mali,,2020-02-23,0
"Saint Kitts and Nevis",,2020-02-23,0
Canada,"Northwest Territories",2020-02-23,0
Canada,Yukon,2020-02-23,0
Kosovo,,2020-02-23,0
Burma,,2020-02-23,0
"United Kingdom",Anguilla,2020-02-23,0
"United Kingdom","British Virgin Islands",2020-02-23,0
"United Kingdom","Turks and Caicos Islands",2020-02-23,0
"MS Zaandam",,2020-02-23,0
Botswana,,2020-02-23,0
Afghanistan,,2020-02-24,1
Albania,,2020-02-24,0
Algeria,,2020-02-24,0
Andorra,,2020-02-24,0
Angola,,2020-02-24,0
"Antigua and Barbuda",,2020-02-24,0
Argentina,,2020-02-24,0
Armenia,,2020-02-24,0
Australia,"Australian Capital Territory",2020-02-24,0
Australia,"New South Wales",2020-02-24,0
Australia,"Northern Territory",2020-02-24,0
Australia,Queensland,2020-02-24,0
Australia,"South Australia",2020-02-24,0
Australia,Tasmania,2020-02-24,0
Australia,Victoria,2020-02-24,0
Australia,"Western Australia",2020-02-24,0
Austria,,2020-02-24,0
Azerbaijan,,2020-02-24,0
Bahamas,,2020-02-24,0
Bahrain,,2020-02-24,1
Bangladesh,,2020-02-24,0
Barbados,,2020-02-24,0
Belarus,,2020-02-24,0
Belgium,,2020-02-24,0
Benin,,2020-02-24,0
Bhutan,,2020-02-24,0
Bolivia,,2020-02-24,0
"Bosnia and Herzegovina",,2020-02-24,0
Brazil,,2020-02-24,0
Brunei,,2020-02-24,0
Bulgaria,,2020-02-24,0
"Burkina Faso",,2020-02-24,0
"Cabo Verde",,2020-02-24,0
Cambodia,,2020-02-24,0
Cameroon,,2020-02-24,0
Canada,Alberta,2020-02-24,0
Canada,"British Columbia",2020-02-24,0
Canada,"Grand Princess",2020-02-24,0
Canada,Manitoba,2020-02-24,0
Canada,"New Brunswick",2020-02-24,0
Canada,"Newfoundland and Labrador",2020-02-24,0
Canada,"Nova Scotia",2020-02-24,0
Canada,Ontario,2020-02-24,1
Canada,"Prince Edward Island",2020-02-24,0
Canada,Quebec,2020-02-24,0
Canada,Saskatchewan,2020-02-24,0
"Central African Republic",,2020-02-24,0
Chad,,2020-02-24,0
Chile,,2020-02-24,0
China,Anhui,2020-02-24,0
China,Beijing,2020-02-24,0
China,Chongqing,2020-02-24,1
China,Fujian,2020-02-24,0
China,Gansu,2020-02-24,0
China,Guangdong,2020-02-24,3
China,Guangxi,2020-02-24,2
China,Guizhou,2020-02-24,0
China,Hainan,2020-02-24,0
China,Hebei,2020-02-24,0
China,Heilongjiang,2020-02-24,0
China,Henan,2020-02-24,0
China,"Hong Kong",2020-02-24,5
China,Hubei,2020-02-24,203
China,Hunan,2020-02-24,0
China,"Inner Mongolia",2020-02-24,0
China,Jiangsu,2020-02-24,0
China,Jiangxi,2020-02-24,0
China,Jilin,2020-02-24,2
China,Liaoning,2020-02-24,0
China,Macau,2020-02-24,0
China,Ningxia,2020-02-24,0
China,Qinghai,2020-02-24,0
China,Shaanxi,2020-02-24,0
China,Shandong,2020-02-24,1
China,Shanghai,2020-02-24,0
China,Shanxi,2020-02-24,1
China,Sichuan,2020-02-24,1
China,Tianjin,2020-02-24,0
China,Tibet,2020-02-24,0
China,Xinjiang,2020-02-24,0
China,Yunnan,2020-02-24,0
China,Zhejiang,2020-02-24,0
Colombia,,2020-02-24,0
"Congo (Brazzaville)",,2020-02-24,0
"Congo (Kinshasa)",,2020-02-24,0
"Costa Rica",,2020-02-24,0
"Cote d'Ivoire",,2020-02-24,0
Croatia,,2020-02-24,0
"Diamond Princess",,2020-02-24,0
Cuba,,2020-02-24,0
Cyprus,,2020-02-24,0
Czechia,,2020-02-24,0
Denmark,"Faroe Islands",2020-02-24,0
Denmark,Greenland,2020-02-24,0
Denmark,,2020-02-24,0
Djibouti,,2020-02-24,0
"Dominican Republic",,2020-02-24,0
Ecuador,,2020-02-24,0
Egypt,,2020-02-24,0
"El Salvador",,2020-02-24,0
"Equatorial Guinea",,2020-02-24,0
Eritrea,,2020-02-24,0
Estonia,,2020-02-24,0
Eswatini,,2020-02-24,0
Ethiopia,,2020-02-24,0
Fiji,,2020-02-24,0
Finland,,2020-02-24,0
France,"French Guiana",2020-02-24,0
France,"French Polynesia",2020-02-24,0
France,Guadeloupe,2020-02-24,0
France,Mayotte,2020-02-24,0
France,"New Caledonia",2020-02-24,0
France,Reunion,2020-02-24,0
France,"Saint Barthelemy",2020-02-24,0
France,"St Martin",2020-02-24,0
France,Martinique,2020-02-24,0
France,,2020-02-24,0
Gabon,,2020-02-24,0
Gambia,,2020-02-24,0
Georgia,,2020-02-24,0
Germany,,2020-02-24,0
Ghana,,2020-02-24,0
Greece,,2020-02-24,0
Guatemala,,2020-02-24,0
Guinea,,2020-02-24,0
Guyana,,2020-02-24,0
Haiti,,2020-02-24,0
"Holy See",,2020-02-24,0
Honduras,,2020-02-24,0
Hungary,,2020-02-24,0
Iceland,,2020-02-24,0
India,,2020-02-24,0
Indonesia,,2020-02-24,0
Iran,,2020-02-24,18
Iraq,,2020-02-24,1
Ireland,,2020-02-24,0
Israel,,2020-02-24,0
Italy,,2020-02-24,74
Jamaica,,2020-02-24,0
Japan,,2020-02-24,12
Jordan,,2020-02-24,0
Kazakhstan,,2020-02-24,0
Kenya,,2020-02-24,0
"Korea, South",,2020-02-24,231
Kuwait,,2020-02-24,1
Kyrgyzstan,,2020-02-24,0
Latvia,,2020-02-24,0
Lebanon,,2020-02-24,0
Liberia,,2020-02-24,0
Liechtenstein,,2020-02-24,0
Lithuania,,2020-02-24,0
Luxembourg,,2020-02-24,0
Madagascar,,2020-02-24,0
Malaysia,,2020-02-24,0
Maldives,,2020-02-24,0
Malta,,2020-02-24,0
Mauritania,,2020-02-24,0
Mauritius,,2020-02-24,0
Mexico,,2020-02-24,0
Moldova,,2020-02-24,0
Monaco,,2020-02-24,0
Mongolia,,2020-02-24,0
Montenegro,,2020-02-24,0
Morocco,,2020-02-24,0
Namibia,,2020-02-24,0
Nepal,,2020-02-24,0
Netherlands,Aruba,2020-02-24,0
Netherlands,Curacao,2020-02-24,0
Netherlands,"Sint Maarten",2020-02-24,0
Netherlands,,2020-02-24,0
"New Zealand",,2020-02-24,0
Nicaragua,,2020-02-24,0
Niger,,2020-02-24,0
Nigeria,,2020-02-24,0
"North Macedonia",,2020-02-24,0
Norway,,2020-02-24,0
Oman,,2020-02-24,2
Pakistan,,2020-02-24,0
Panama,,2020-02-24,0
"Papua New Guinea",,2020-02-24,0
Paraguay,,2020-02-24,0
Peru,,2020-02-24,0
Philippines,,2020-02-24,0
Poland,,2020-02-24,0
Portugal,,2020-02-24,0
Qatar,,2020-02-24,0
Romania,,2020-02-24,0
Russia,,2020-02-24,0
Rwanda,,2020-02-24,0
"Saint Lucia",,2020-02-24,0
"Saint Vincent and the Grenadines",,2020-02-24,0
"San Marino",,2020-02-24,0
"Saudi Arabia",,2020-02-24,0
Senegal,,2020-02-24,0
Serbia,,2020-02-24,0
Seychelles,,2020-02-24,0
Singapore,,2020-02-24,0
Slovakia,,2020-02-24,0
Slovenia,,2020-02-24,0
Somalia,,2020-02-24,0
"South Africa",,2020-02-24,0
Spain,,2020-02-24,0
"Sri Lanka",,2020-02-24,0
Sudan,,2020-02-24,0
Suriname,,2020-02-24,0
Sweden,,2020-02-24,0
Switzerland,,2020-02-24,0
Taiwan*,,2020-02-24,2
Tanzania,,2020-02-24,0
Thailand,,2020-02-24,0
Togo,,2020-02-24,0
"Trinidad and Tobago",,2020-02-24,0
Tunisia,,2020-02-24,0
Turkey,,2020-02-24,0
Uganda,,2020-02-24,0
Ukraine,,2020-02-24,0
"United Arab Emirates",,2020-02-24,0
"United Kingdom",Bermuda,2020-02-24,0
"United Kingdom","Cayman Islands",2020-02-24,0
"United Kingdom","Channel Islands",2020-02-24,0
"United Kingdom",Gibraltar,2020-02-24,0
"United Kingdom","Isle of Man",2020-02-24,0
"United Kingdom",Montserrat,2020-02-24,0
"United Kingdom",,2020-02-24,4
Uruguay,,2020-02-24,0
US,,2020-02-24,36
Uzbekistan,,2020-02-24,0
Venezuela,,2020-02-24,0
Vietnam,,2020-02-24,0
Zambia,,2020-02-24,0
Zimbabwe,,2020-02-24,0
Canada,"Diamond Princess",2020-02-24,0
Dominica,,2020-02-24,0
Grenada,,2020-02-24,0
Mozambique,,2020-02-24,0
Syria,,2020-02-24,0
Timor-Leste,,2020-02-24,0
Belize,,2020-02-24,0
Canada,Recovered,2020-02-24,0
Laos,,2020-02-24,0
Libya,,2020-02-24,0
"West Bank and Gaza",,2020-02-24,0
Guinea-Bissau,,2020-02-24,0
Mali,,2020-02-24,0
"Saint Kitts and Nevis",,2020-02-24,0
Canada,"Northwest Territories",2020-02-24,0
Canada,Yukon,2020-02-24,0
Kosovo,,2020-02-24,0
Burma,,2020-02-24,0
"United Kingdom",Anguilla,2020-02-24,0
"United Kingdom","British Virgin Islands",2020-02-24,0
"United Kingdom","Turks and Caicos Islands",2020-02-24,0
"MS Zaandam",,2020-02-24,0
Botswana,,2020-02-24,0
Afghanistan,,2020-02-25,0
Albania,,2020-02-25,0
Algeria,,2020-02-25,1
Andorra,,2020-02-25,0
Angola,,2020-02-25,0
"Antigua and Barbuda",,2020-02-25,0
Argentina,,2020-02-25,0
Armenia,,2020-02-25,0
Australia,"Australian Capital Territory",2020-02-25,0
Australia,"New South Wales",2020-02-25,0
Australia,"Northern Territory",2020-02-25,0
Australia,Queensland,2020-02-25,0
Australia,"South Australia",2020-02-25,0
Australia,Tasmania,2020-02-25,0
Australia,Victoria,2020-02-25,0
Australia,"Western Australia",2020-02-25,0
Austria,,2020-02-25,2
Azerbaijan,,2020-02-25,0
Bahamas,,2020-02-25,0
Bahrain,,2020-02-25,22
Bangladesh,,2020-02-25,0
Barbados,,2020-02-25,0
Belarus,,2020-02-25,0
Belgium,,2020-02-25,0
Benin,,2020-02-25,0
Bhutan,,2020-02-25,0
Bolivia,,2020-02-25,0
"Bosnia and Herzegovina",,2020-02-25,0
Brazil,,2020-02-25,0
Brunei,,2020-02-25,0
Bulgaria,,2020-02-25,0
"Burkina Faso",,2020-02-25,0
"Cabo Verde",,2020-02-25,0
Cambodia,,2020-02-25,0
Cameroon,,2020-02-25,0
Canada,Alberta,2020-02-25,0
Canada,"British Columbia",2020-02-25,1
Canada,"Grand Princess",2020-02-25,0
Canada,Manitoba,2020-02-25,0
Canada,"New Brunswick",2020-02-25,0
Canada,"Newfoundland and Labrador",2020-02-25,0
Canada,"Nova Scotia",2020-02-25,0
Canada,Ontario,2020-02-25,0
Canada,"Prince Edward Island",2020-02-25,0
Canada,Quebec,2020-02-25,0
Canada,Saskatchewan,2020-02-25,0
"Central African Republic",,2020-02-25,0
Chad,,2020-02-25,0
Chile,,2020-02-25,0
China,Anhui,2020-02-25,0
China,Beijing,2020-02-25,1
China,Chongqing,2020-02-25,0
China,Fujian,2020-02-25,1
China,Gansu,2020-02-25,0
China,Guangdong,2020-02-25,2
China,Guangxi,2020-02-25,1
China,Guizhou,2020-02-25,0
China,Hainan,2020-02-25,0
China,Hebei,2020-02-25,0
China,Heilongjiang,2020-02-25,0
China,Henan,2020-02-25,0
China,"Hong Kong",2020-02-25,5
China,Hubei,2020-02-25,499
China,Hunan,2020-02-25,0
China,"Inner Mongolia",2020-02-25,0
China,Jiangsu,2020-02-25,0
China,Jiangxi,2020-02-25,0
China,Jilin,2020-02-25,0
China,Liaoning,2020-02-25,0
China,Macau,2020-02-25,0
China,Ningxia,2020-02-25,0
China,Qinghai,2020-02-25,0
China,Shaanxi,2020-02-25,0
China,Shandong,2020-02-25,1
China,Shanghai,2020-02-25,1
China,Shanxi,2020-02-25,0
China,Sichuan,2020-02-25,2
China,Tianjin,2020-02-25,0
China,Tibet,2020-02-25,0
China,Xinjiang,2020-02-25,0
China,Yunnan,2020-02-25,0
China,Zhejiang,2020-02-25,0
Colombia,,2020-02-25,0
"Congo (Brazzaville)",,2020-02-25,0
"Congo (Kinshasa)",,2020-02-25,0
"Costa Rica",,2020-02-25,0
"Cote d'Ivoire",,2020-02-25,0
Croatia,,2020-02-25,1
"Diamond Princess",,2020-02-25,0
Cuba,,2020-02-25,0
Cyprus,,2020-02-25,0
Czechia,,2020-02-25,0
Denmark,"Faroe Islands",2020-02-25,0
Denmark,Greenland,2020-02-25,0
Denmark,,2020-02-25,0
Djibouti,,2020-02-25,0
"Dominican Republic",,2020-02-25,0
Ecuador,,2020-02-25,0
Egypt,,2020-02-25,0
"El Salvador",,2020-02-25,0
"Equatorial Guinea",,2020-02-25,0
Eritrea,,2020-02-25,0
Estonia,,2020-02-25,0
Eswatini,,2020-02-25,0
Ethiopia,,2020-02-25,0
Fiji,,2020-02-25,0
Finland,,2020-02-25,0
France,"French Guiana",2020-02-25,0
France,"French Polynesia",2020-02-25,0
France,Guadeloupe,2020-02-25,0
France,Mayotte,2020-02-25,0
France,"New Caledonia",2020-02-25,0
France,Reunion,2020-02-25,0
France,"Saint Barthelemy",2020-02-25,0
France,"St Martin",2020-02-25,0
France,Martinique,2020-02-25,0
France,,2020-02-25,2
Gabon,,2020-02-25,0
Gambia,,2020-02-25,0
Georgia,,2020-02-25,0
Germany,,2020-02-25,1
Ghana,,2020-02-25,0
Greece,,2020-02-25,0
Guatemala,,2020-02-25,0
Guinea,,2020-02-25,0
Guyana,,2020-02-25,0
Haiti,,2020-02-25,0
"Holy See",,2020-02-25,0
Honduras,,2020-02-25,0
Hungary,,2020-02-25,0
Iceland,,2020-02-25,0
India,,2020-02-25,0
Indonesia,,2020-02-25,0
Iran,,2020-02-25,34
Iraq,,2020-02-25,0
Ireland,,2020-02-25,0
Israel,,2020-02-25,0
Italy,,2020-02-25,93
Jamaica,,2020-02-25,0
Japan,,2020-02-25,11
Jordan,,2020-02-25,0
Kazakhstan,,2020-02-25,0
Kenya,,2020-02-25,0
"Korea, South",,2020-02-25,144
Kuwait,,2020-02-25,10
Kyrgyzstan,,2020-02-25,0
Latvia,,2020-02-25,0
Lebanon,,2020-02-25,0
Liberia,,2020-02-25,0
Liechtenstein,,2020-02-25,0
Lithuania,,2020-02-25,0
Luxembourg,,2020-02-25,0
Madagascar,,2020-02-25,0
Malaysia,,2020-02-25,0
Maldives,,2020-02-25,0
Malta,,2020-02-25,0
Mauritania,,2020-02-25,0
Mauritius,,2020-02-25,0
Mexico,,2020-02-25,0
Moldova,,2020-02-25,0
Monaco,,2020-02-25,0
Mongolia,,2020-02-25,0
Montenegro,,2020-02-25,0
Morocco,,2020-02-25,0
Namibia,,2020-02-25,0
Nepal,,2020-02-25,0
Netherlands,Aruba,2020-02-25,0
Netherlands,Curacao,2020-02-25,0
Netherlands,"Sint Maarten",2020-02-25,0
Netherlands,,2020-02-25,0
"New Zealand",,2020-02-25,0
Nicaragua,,2020-02-25,0
Niger,,2020-02-25,0
Nigeria,,2020-02-25,0
"North Macedonia",,2020-02-25,0
Norway,,2020-02-25,0
Oman,,2020-02-25,0
Pakistan,,2020-02-25,0
Panama,,2020-02-25,0
"Papua New Guinea",,2020-02-25,0
Paraguay,,2020-02-25,0
Peru,,2020-02-25,0
Philippines,,2020-02-25,0
Poland,,2020-02-25,0
Portugal,,2020-02-25,0
Qatar,,2020-02-25,0
Romania,,2020-02-25,0
Russia,,2020-02-25,0
Rwanda,,2020-02-25,0
"Saint Lucia",,2020-02-25,0
"Saint Vincent and the Grenadines",,2020-02-25,0
"San Marino",,2020-02-25,0
"Saudi Arabia",,2020-02-25,0
Senegal,,2020-02-25,0
Serbia,,2020-02-25,0
Seychelles,,2020-02-25,0
Singapore,,2020-02-25,2
Slovakia,,2020-02-25,0
Slovenia,,2020-02-25,0
Somalia,,2020-02-25,0
"South Africa",,2020-02-25,0
Spain,,2020-02-25,4
"Sri Lanka",,2020-02-25,0
Sudan,,2020-02-25,0
Suriname,,2020-02-25,0
Sweden,,2020-02-25,0
Switzerland,,2020-02-25,1
Taiwan*,,2020-02-25,1
Tanzania,,2020-02-25,0
Thailand,,2020-02-25,2
Togo,,2020-02-25,0
"Trinidad and Tobago",,2020-02-25,0
Tunisia,,2020-02-25,0
Turkey,,2020-02-25,0
Uganda,,2020-02-25,0
Ukraine,,2020-02-25,0
"United Arab Emirates",,2020-02-25,0
"United Kingdom",Bermuda,2020-02-25,0
"United Kingdom","Cayman Islands",2020-02-25,0
"United Kingdom","Channel Islands",2020-02-25,0
"United Kingdom",Gibraltar,2020-02-25,0
"United Kingdom","Isle of Man",2020-02-25,0
"United Kingdom",Montserrat,2020-02-25,0
"United Kingdom",,2020-02-25,0
Uruguay,,2020-02-25,0
US,,2020-02-25,0
Uzbekistan,,2020-02-25,0
Venezuela,,2020-02-25,0
Vietnam,,2020-02-25,0
Zambia,,2020-02-25,0
Zimbabwe,,2020-02-25,0
Canada,"Diamond Princess",2020-02-25,0
Dominica,,2020-02-25,0
Grenada,,2020-02-25,0
Mozambique,,2020-02-25,0
Syria,,2020-02-25,0
Timor-Leste,,2020-02-25,0
Belize,,2020-02-25,0
Canada,Recovered,2020-02-25,0
Laos,,2020-02-25,0
Libya,,2020-02-25,0
"West Bank and Gaza",,2020-02-25,0
Guinea-Bissau,,2020-02-25,0
Mali,,2020-02-25,0
"Saint Kitts and Nevis",,2020-02-25,0
Canada,"Northwest Territories",2020-02-25,0
Canada,Yukon,2020-02-25,0
Kosovo,,2020-02-25,0
Burma,,2020-02-25,0
"United Kingdom",Anguilla,2020-02-25,0
"United Kingdom","British Virgin Islands",2020-02-25,0
"United Kingdom","Turks and Caicos Islands",2020-02-25,0
"MS Zaandam",,2020-02-25,0
Botswana,,2020-02-25,0
Afghanistan,,2020-02-26,0
Albania,,2020-02-26,0
Algeria,,2020-02-26,0
Andorra,,2020-02-26,0
Angola,,2020-02-26,0
"Antigua and Barbuda",,2020-02-26,0
Argentina,,2020-02-26,0
Armenia,,2020-02-26,0
Australia,"Australian Capital Territory",2020-02-26,0
Australia,"New South Wales",2020-02-26,0
Australia,"Northern Territory",2020-02-26,0
Australia,Queensland,2020-02-26,0
Australia,"South Australia",2020-02-26,0
Australia,Tasmania,2020-02-26,0
Australia,Victoria,2020-02-26,0
Australia,"Western Australia",2020-02-26,0
Austria,,2020-02-26,0
Azerbaijan,,2020-02-26,0
Bahamas,,2020-02-26,0
Bahrain,,2020-02-26,10
Bangladesh,,2020-02-26,0
Barbados,,2020-02-26,0
Belarus,,2020-02-26,0
Belgium,,2020-02-26,0
Benin,,2020-02-26,0
Bhutan,,2020-02-26,0
Bolivia,,2020-02-26,0
"Bosnia and Herzegovina",,2020-02-26,0
Brazil,,2020-02-26,1
Brunei,,2020-02-26,0
Bulgaria,,2020-02-26,0
"Burkina Faso",,2020-02-26,0
"Cabo Verde",,2020-02-26,0
Cambodia,,2020-02-26,0
Cameroon,,2020-02-26,0
Canada,Alberta,2020-02-26,0
Canada,"British Columbia",2020-02-26,0
Canada,"Grand Princess",2020-02-26,0
Canada,Manitoba,2020-02-26,0
Canada,"New Brunswick",2020-02-26,0
Canada,"Newfoundland and Labrador",2020-02-26,0
Canada,"Nova Scotia",2020-02-26,0
Canada,Ontario,2020-02-26,0
Canada,"Prince Edward Island",2020-02-26,0
Canada,Quebec,2020-02-26,0
Canada,Saskatchewan,2020-02-26,0
"Central African Republic",,2020-02-26,0
Chad,,2020-02-26,0
Chile,,2020-02-26,0
China,Anhui,2020-02-26,0
China,Beijing,2020-02-26,0
China,Chongqing,2020-02-26,0
China,Fujian,2020-02-26,0
China,Gansu,2020-02-26,0
China,Guangdong,2020-02-26,0
China,Guangxi,2020-02-26,0
China,Guizhou,2020-02-26,0
China,Hainan,2020-02-26,0
China,Hebei,2020-02-26,1
China,Heilongjiang,2020-02-26,0
China,Henan,2020-02-26,0
China,"Hong Kong",2020-02-26,7
China,Hubei,2020-02-26,401
China,Hunan,2020-02-26,0
China,"Inner Mongolia",2020-02-26,0
China,Jiangsu,2020-02-26,0
China,Jiangxi,2020-02-26,0
China,Jilin,2020-02-26,0
China,Liaoning,2020-02-26,0
China,Macau,2020-02-26,0
China,Ningxia,2020-02-26,0
China,Qinghai,2020-02-26,0
China,Shaanxi,2020-02-26,0
China,Shandong,2020-02-26,0
China,Shanghai,2020-02-26,1
China,Shanxi,2020-02-26,0
China,Sichuan,2020-02-26,2
China,Tianjin,2020-02-26,0
China,Tibet,2020-02-26,0
China,Xinjiang,2020-02-26,0
China,Yunnan,2020-02-26,0
China,Zhejiang,2020-02-26,0
Colombia,,2020-02-26,0
"Congo (Brazzaville)",,2020-02-26,0
"Congo (Kinshasa)",,2020-02-26,0
"Costa Rica",,2020-02-26,0
"Cote d'Ivoire",,2020-02-26,0
Croatia,,2020-02-26,2
"Diamond Princess",,2020-02-26,14
Cuba,,2020-02-26,0
Cyprus,,2020-02-26,0
Czechia,,2020-02-26,0
Denmark,"Faroe Islands",2020-02-26,0
Denmark,Greenland,2020-02-26,0
Denmark,,2020-02-26,0
Djibouti,,2020-02-26,0
"Dominican Republic",,2020-02-26,0
Ecuador,,2020-02-26,0
Egypt,,2020-02-26,0
"El Salvador",,2020-02-26,0
"Equatorial Guinea",,2020-02-26,0
Eritrea,,2020-02-26,0
Estonia,,2020-02-26,0
Eswatini,,2020-02-26,0
Ethiopia,,2020-02-26,0
Fiji,,2020-02-26,0
Finland,,2020-02-26,1
France,"French Guiana",2020-02-26,0
France,"French Polynesia",2020-02-26,0
France,Guadeloupe,2020-02-26,0
France,Mayotte,2020-02-26,0
France,"New Caledonia",2020-02-26,0
France,Reunion,2020-02-26,0
France,"Saint Barthelemy",2020-02-26,0
France,"St Martin",2020-02-26,0
France,Martinique,2020-02-26,0
France,,2020-02-26,4
Gabon,,2020-02-26,0
Gambia,,2020-02-26,0
Georgia,,2020-02-26,1
Germany,,2020-02-26,10
Ghana,,2020-02-26,0
Greece,,2020-02-26,1
Guatemala,,2020-02-26,0
Guinea,,2020-02-26,0
Guyana,,2020-02-26,0
Haiti,,2020-02-26,0
"Holy See",,2020-02-26,0
Honduras,,2020-02-26,0
Hungary,,2020-02-26,0
Iceland,,2020-02-26,0
India,,2020-02-26,0
Indonesia,,2020-02-26,0
Iran,,2020-02-26,44
Iraq,,2020-02-26,4
Ireland,,2020-02-26,0
Israel,,2020-02-26,1
Italy,,2020-02-26,131
Jamaica,,2020-02-26,0
Japan,,2020-02-26,19
Jordan,,2020-02-26,0
Kazakhstan,,2020-02-26,0
Kenya,,2020-02-26,0
"Korea, South",,2020-02-26,284
Kuwait,,2020-02-26,15
Kyrgyzstan,,2020-02-26,0
Latvia,,2020-02-26,0
Lebanon,,2020-02-26,1
Liberia,,2020-02-26,0
Liechtenstein,,2020-02-26,0
Lithuania,,2020-02-26,0
Luxembourg,,2020-02-26,0
Madagascar,,2020-02-26,0
Malaysia,,2020-02-26,0
Maldives,,2020-02-26,0
Malta,,2020-02-26,0
Mauritania,,2020-02-26,0
Mauritius,,2020-02-26,0
Mexico,,2020-02-26,0
Moldova,,2020-02-26,0
Monaco,,2020-02-26,0
Mongolia,,2020-02-26,0
Montenegro,,2020-02-26,0
Morocco,,2020-02-26,0
Namibia,,2020-02-26,0
Nepal,,2020-02-26,0
Netherlands,Aruba,2020-02-26,0
Netherlands,Curacao,2020-02-26,0
Netherlands,"Sint Maarten",2020-02-26,0
Netherlands,,2020-02-26,0
"New Zealand",,2020-02-26,0
Nicaragua,,2020-02-26,0
Niger,,2020-02-26,0
Nigeria,,2020-02-26,0
"North Macedonia",,2020-02-26,1
Norway,,2020-02-26,1
Oman,,2020-02-26,2
Pakistan,,2020-02-26,2
Panama,,2020-02-26,0
"Papua New Guinea",,2020-02-26,0
Paraguay,,2020-02-26,0
Peru,,2020-02-26,0
Philippines,,2020-02-26,0
Poland,,2020-02-26,0
Portugal,,2020-02-26,0
Qatar,,2020-02-26,0
Romania,,2020-02-26,1
Russia,,2020-02-26,0
Rwanda,,2020-02-26,0
"Saint Lucia",,2020-02-26,0
"Saint Vincent and the Grenadines",,2020-02-26,0
"San Marino",,2020-02-26,0
"Saudi Arabia",,2020-02-26,0
Senegal,,2020-02-26,0
Serbia,,2020-02-26,0
Seychelles,,2020-02-26,0
Singapore,,2020-02-26,2
Slovakia,,2020-02-26,0
Slovenia,,2020-02-26,0
Somalia,,2020-02-26,0
"South Africa",,2020-02-26,0
Spain,,2020-02-26,7
"Sri Lanka",,2020-02-26,0
Sudan,,2020-02-26,0
Suriname,,2020-02-26,0
Sweden,,2020-02-26,1
Switzerland,,2020-02-26,0
Taiwan*,,2020-02-26,1
Tanzania,,2020-02-26,0
Thailand,,2020-02-26,3
Togo,,2020-02-26,0
"Trinidad and Tobago",,2020-02-26,0
Tunisia,,2020-02-26,0
Turkey,,2020-02-26,0
Uganda,,2020-02-26,0
Ukraine,,2020-02-26,0
"United Arab Emirates",,2020-02-26,0
"United Kingdom",Bermuda,2020-02-26,0
"United Kingdom","Cayman Islands",2020-02-26,0
"United Kingdom","Channel Islands",2020-02-26,0
"United Kingdom",Gibraltar,2020-02-26,0
"United Kingdom","Isle of Man",2020-02-26,0
"United Kingdom",Montserrat,2020-02-26,0
"United Kingdom",,2020-02-26,0
Uruguay,,2020-02-26,0
US,,2020-02-26,6
Uzbekistan,,2020-02-26,0
Venezuela,,2020-02-26,0
Vietnam,,2020-02-26,0
Zambia,,2020-02-26,0
Zimbabwe,,2020-02-26,0
Canada,"Diamond Princess",2020-02-26,0
Dominica,,2020-02-26,0
Grenada,,2020-02-26,0
Mozambique,,2020-02-26,0
Syria,,2020-02-26,0
Timor-Leste,,2020-02-26,0
Belize,,2020-02-26,0
Canada,Recovered,2020-02-26,0
Laos,,2020-02-26,0
Libya,,2020-02-26,0
"West Bank and Gaza",,2020-02-26,0
Guinea-Bissau,,2020-02-26,0
Mali,,2020-02-26,0
"Saint Kitts and Nevis",,2020-02-26,0
Canada,"Northwest Territories",2020-02-26,0
Canada,Yukon,2020-02-26,0
Kosovo,,2020-02-26,0
Burma,,2020-02-26,0
"United Kingdom",Anguilla,2020-02-26,0
"United Kingdom","British Virgin Islands",2020-02-26,0
"United Kingdom","Turks and Caicos Islands",2020-02-26,0
"MS Zaandam",,2020-02-26,0
Botswana,,2020-02-26,0
Afghanistan,,2020-02-27,0
Albania,,2020-02-27,0
Algeria,,2020-02-27,0
Andorra,,2020-02-27,0
Angola,,2020-02-27,0
"Antigua and Barbuda",,2020-02-27,0
Argentina,,2020-02-27,0
Armenia,,2020-02-27,0
Australia,"Australian Capital Territory",2020-02-27,0
Australia,"New South Wales",2020-02-27,0
Australia,"Northern Territory",2020-02-27,0
